cluster,offender,count,file_count,top_subpatterns,top_files
RC3-object-typed-argument-flow,_casilla,8,1,"[{""count"": 3, ""signal"": ""str <- object""}, {""count"": 2, ""signal"": ""str | None <- object""}, {""count"": 2, ""signal"": ""tuple[LegalRefId, ...] <- object""}, {""count"": 1, ""signal"": ""tuple[str, ...] <- object""}]","[{""count"": 8, ""path"": ""dev/registry/tests/test_cross_revision_drift.py""}]"
RC3-object-typed-argument-flow,add_recipient_fingerprint,4,1,"[{""count"": 3, ""signal"": ""str <- object""}, {""count"": 1, ""signal"": ""datetime | None <- object""}]","[{""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_review_package_recipient_registry.py""}]"
RC3-object-typed-argument-flow,extract_invoice_fields_from_text,4,2,"[{""count"": 2, ""signal"": ""InvoiceExtractionAuthorityValues | None <- object""}, {""count"": 2, ""signal"": ""Settings | None <- object""}]","[{""count"": 2, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/test_reverse_charge_reading_against_a_loopback_reader.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/test_wired_reading_against_a_loopback_reader.py""}]"
RC3-object-typed-argument-flow,_amendment_ledger_anchor,3,1,"[{""count"": 3, ""signal"": ""WorkUnit <- object""}]","[{""count"": 3, ""path"": ""src/cadrumo/application/modelo/tests/test_amendment_ledger_anchor.py""}]"
RC3-object-typed-argument-flow,pull_filed_history,3,1,"[{""count"": 1, ""signal"": ""OperationEventEmitter | None <- object""}, {""count"": 1, ""signal"": ""SyncRunRecordRepositoryProtocol | None <- object""}, {""count"": 1, ""signal"": ""TaxpayerProfile | None <- object""}]","[{""count"": 3, ""path"": ""src/cadrumo/entrypoints/live_state_composition.py""}]"
RC3-object-typed-argument-flow,fetch_notifications_query,2,1,"[{""count"": 1, ""signal"": ""AeatSession <- object""}, {""count"": 1, ""signal"": ""Settings | None <- object""}]","[{""count"": 2, ""path"": ""src/cadrumo/entrypoints/live_state_composition.py""}]"
RC3-object-typed-argument-flow,_selected_registry_ledger_declarations,1,1,"[{""count"": 1, ""signal"": ""WorkUnit <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_m349_ledger_guard_authority_grade.py""}]"
RC3-object-typed-argument-flow,build_lexical_index,1,1,"[{""count"": 1, ""signal"": ""Iterable[CorpusChunk] <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/application/corpus_search/tests/test_runtime_index_identity.py""}]"
RC3-object-typed-argument-flow,capture_justificante,1,1,"[{""count"": 1, ""signal"": ""Expediente <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/_app_live_justificante_composition.py""}]"
RC3-object-typed-argument-flow,getsourcefile,1,1,"[{""count"": 1, ""signal"": ""ModuleType | type[Any] | ((...) -> Any) | ... omitted 3 union elements <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/application/operations/tests/test_financial_operand_dependency_receipt.py""}]"
RC3-object-typed-argument-flow,len,1,1,"[{""count"": 1, ""signal"": ""Sized <- object""}]","[{""count"": 1, ""path"": ""dev/registry/analysis/source_window_citations.py""}]"
RC3-object-typed-argument-flow,operation_secure_reference_repository,1,1,"[{""count"": 1, ""signal"": ""SecureObjectRepository | None <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/operations/tests/test_censal_operation_executor.py""}]"
RC3-object-typed-argument-flow,resolve_filing_window,1,1,"[{""count"": 1, ""signal"": ""ResultDisposition | None <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/domain/deadlines/tests/test_plazo_resolution.py""}]"
RC3-object-typed-argument-flow,signature,1,1,"[{""count"": 1, ""signal"": ""(...) -> Any <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/test_command_spec_handler_parity.py""}]"
RC3-object-typed-argument-flow,verify_csv,1,1,"[{""count"": 1, ""signal"": ""VerifyBrowserSessionLike | None <- object""}]","[{""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/_app_live_justificante_composition.py""}]"
RC4-operation-propagation,verify_modelo_revision,67,33,"[{""count"": 41, ""signal"": ""missing:operation""}, {""count"": 26, ""signal"": ""missing:certificate_secret_backend_factory+verification_repositories+operation""}]","[{""count"": 5, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_dormant_m369_oss_resolver_live.py""}, {""count"": 5, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_file_flow_verify.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_390_303_simplificado_fold_in_live.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_verification_substance_workflow.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_verify_report_idempotent_collapse.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_enforcement.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_gates.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m130_quarters_to_m100_annual.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m303_quarters_to_m390_annual.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_303_deductible_evidence_gate.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_renta_annual_reconciliations_fold_in_live.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_verificado_completo_regression.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_export_iva_wallet.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_wallet_engine_filing.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_202_modality_lifecycle.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/_export_modelo_303_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/_file_flow_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_amend_flow.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_art109_activity_income_period_evidence.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_provenance.py""}]"
RC4-operation-propagation,classify_iva,62,12,"[{""count"": 62, ""signal"": ""missing:operation""}]","[{""count"": 12, ""path"": ""src/cadrumo/domain/iva/tests/test_intra_community_identification_axis.py""}, {""count"": 11, ""path"": ""src/cadrumo/domain/iva/tests/test_outbound_service_localisation.py""}, {""count"": 10, ""path"": ""src/cadrumo/domain/iva/tests/test_classification.py""}, {""count"": 8, ""path"": ""src/cadrumo/domain/iva/tests/test_classification_carries_place_of_supply.py""}, {""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_party_fact_split.py""}, {""count"": 5, ""path"": ""src/cadrumo/domain/iva/tests/test_oss.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/invoices/tests/test_m349_clave_follows_the_classifier.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_ledger_iva_aggregation_binding_reverse_charge.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_place_of_supply_manual_oracle.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_classification_assembly.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_counterparty_establishment.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_party_fact_demand.py""}]"
RC4-operation-propagation,build_overview_calendar,52,10,"[{""count"": 52, ""signal"": ""missing:operation""}]","[{""count"": 24, ""path"": ""src/cadrumo/application/overview/tests/test_calendar.py""}, {""count"": 15, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_taxpayer_model.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_filing_evidence_conflicts.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_legal_entity.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_regime_warnings.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/workbench_generation.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_applicability_consistency.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_obligation_coverage.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_overview_calendar_verb.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_overview_rendering.py""}]"
RC4-operation-propagation,territorial_scope_for_country,47,10,"[{""count"": 47, ""signal"": ""missing:operation""}]","[{""count"": 13, ""path"": ""src/cadrumo/domain/iva/tests/test_territory_carve_outs.py""}, {""count"": 8, ""path"": ""src/cadrumo/domain/iva/tests/test_country_vocabulary_boundary.py""}, {""count"": 8, ""path"": ""src/cadrumo/domain/iva/tests/test_establishment.py""}, {""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_printed_country_name.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/iva/tests/test_country_vocabulary_widening_guard.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/transactions/tests/test_counterparty_establishment_country.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_carve_out_assimilation_cycle.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_spanish_territory.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_path_country_codes.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_establishment_ladder.py""}]"
RC4-operation-propagation,resolve_profile_sourced_bindings,29,9,"[{""count"": 29, ""signal"": ""missing:operation""}]","[{""count"": 13, ""path"": ""src/cadrumo/application/modelo/tests/test_profile_binding.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_minimo_descendientes_engine.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/modelo/tests/test_profile_binding_real_path.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/modelo/tests/test_state_attribution_ratio.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_derived_binding_advisory.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_guarderia_monthly_reaches_the_calculate_path.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_source_mesh_profile_live.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_terminal_origin_registration_default_live.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_modelo_100_boolean_channel_transport.py""}]"
RC4-operation-propagation,resolve_iva_ledger_binding_values,27,12,"[{""count"": 27, ""signal"": ""missing:operation""}]","[{""count"": 13, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger_prorrata_apportionment.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_especial_art106_oracle.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_cross_domain_invoice_scenario.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_m303_transitional_rate_rung_allocation.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_operator_ingress_end_to_end.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/storage/tests/test_sectores_diferenciados_verification.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/_modelo_bindings_invoice_iva_refusal.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/modelo_bindings.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_invoice_and_bank_feeds_agree.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_invoice_declared_category_survives.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_invoice_screen_routes_exempt_base.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_supplier_side_reverse_charge_reaches_casilla_122.py""}]"
RC4-operation-propagation,country_code_for_printed_country_name,26,2,"[{""count"": 26, ""signal"": ""missing:operation""}]","[{""count"": 24, ""path"": ""src/cadrumo/domain/iva/tests/test_printed_country_name.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/outbound/llm/invoice_field_grounding.py""}]"
RC4-operation-propagation,extract_invoice_draft_from_evidence,26,10,"[{""count"": 26, ""signal"": ""missing:ports+operation+legends""}]","[{""count"": 11, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_evidence_draft.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_consent_token_binds_one_document.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_facturae_invoice_class_grounding.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_evidence_draft_printed_total.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_country_degradation.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_path_country_codes.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_path_findings.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_path_postal_codes.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_path_provenance.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_direction_reaches_the_confirm_boundary.py""}]"
RC4-operation-propagation,assemble_classification_criteria,24,7,"[{""count"": 24, ""signal"": ""missing:operation""}]","[{""count"": 7, ""path"": ""src/cadrumo/application/ledger/tests/test_ingestion_category_resolution.py""}, {""count"": 7, ""path"": ""src/cadrumo/application/ledger/tests/test_party_fact_demand.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/ledger/tests/test_declared_facts_channel.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_country_degradation.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/ledger/tests/test_classification_assembly.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/ledger/tests/test_counterparty_establishment.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_country_vocabulary_narrowing.py""}]"
RC4-operation-propagation,territorial_scope_for_spanish_postal_code,20,4,"[{""count"": 20, ""signal"": ""missing:operation""}]","[{""count"": 9, ""path"": ""src/cadrumo/domain/iva/tests/test_spanish_territory.py""}, {""count"": 6, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_path_postal_codes.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/ledger/tests/test_establishment_ladder.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/inbound/einvoice/tests/test_establishment_ladder_country_fields.py""}]"
RC4-operation-propagation,ground_draft_against_transcription,19,6,"[{""count"": 19, ""signal"": ""missing:legends+operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/application/ledger/tests/test_grounded_reading_wiring.py""}, {""count"": 6, ""path"": ""src/cadrumo/application/ledger/tests/test_party_colocation.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/ledger/tests/test_document_direction.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_party_attribution.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_ledger_evidence_review_attribution_cli.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_ledger_evidence_review_queue_advisories_cli.py""}]"
RC4-operation-propagation,identification_state_for_printed_tax_identifier,17,4,"[{""count"": 17, ""signal"": ""missing:operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/domain/iva/tests/test_intra_community_identification_axis.py""}, {""count"": 5, ""path"": ""src/cadrumo/domain/iva/tests/test_party_fact_split.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/ledger/tests/test_establishment_ladder.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/invoices/normalization.py""}]"
RC4-operation-propagation,country_vocabulary_advisory,16,2,"[{""count"": 16, ""signal"": ""missing:operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_country_degradation.py""}, {""count"": 8, ""path"": ""src/cadrumo/application/ledger/tests/test_country_vocabulary_narrowing.py""}]"
RC4-operation-propagation,aggregate_iva_ledger_observations_from_repositories,15,8,"[{""count"": 15, ""signal"": ""missing:operation""}]","[{""count"": 6, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger_prorrata_apportionment.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_especial_art106_oracle.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_cash_accounting.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_operator_ingress_end_to_end.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/storage/tests/test_sectores_diferenciados_verification.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/modelo_bindings.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/export.py""}]"
RC4-operation-propagation,preflight_ledger_tax_readiness,15,6,"[{""count"": 14, ""signal"": ""missing:operation""}, {""count"": 1, ""signal"": ""missing:usage_ratio_profile_loader+operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_preflight_home_office.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_preflight_repository.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_data_prep.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/actions_manual.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/readiness_query.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/state_projection.py""}]"
RC4-operation-propagation,resolve_draft_counterparty_establishment,15,3,"[{""count"": 15, ""signal"": ""missing:legends+operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_path_country_codes.py""}, {""count"": 5, ""path"": ""src/cadrumo/application/ledger/tests/test_establishment_ladder.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_country_degradation.py""}]"
RC4-operation-propagation,inject_derived_anualidades_eligibility_facts,13,4,"[{""count"": 13, ""signal"": ""missing:operation""}]","[{""count"": 7, ""path"": ""src/cadrumo/application/modelo/tests/test_anualidades_eligibility_derivation.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_modelo_100_boolean_channel_profile_bindings.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_minimo_descendientes_eligibility.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_minimo_descendientes_manual_oracles.py""}]"
RC4-operation-propagation,inject_derived_autonomic_deduccion_facts,13,3,"[{""count"": 13, ""signal"": ""missing:operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/application/modelo/tests/test_autonomic_deduccion_injection.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/modelo/tests/test_non_derived_injector_preservation.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_profile_binding_real_path.py""}]"
RC4-operation-propagation,profile_keys,13,8,"[{""count"": 13, ""signal"": ""missing:operation""}]","[{""count"": 4, ""path"": ""src/cadrumo/application/user_profile/tests/test_profile_keys.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/user_profile/tests/test_profile_key_schema_required_parity.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/wizard/tests/test_setup_compiles.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_modelo_100_registry_constructs.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_operator_storage_session.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_operator_transaction_recovery.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/diagnostics.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/workflow/profile_health.py""}]"
RC4-operation-propagation,record_country_code_status,13,2,"[{""count"": 13, ""signal"": ""missing:operation""}]","[{""count"": 9, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_country_degradation.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/ledger/tests/test_ingestion_category_resolution.py""}]"
RC4-operation-propagation,setup_flow_definition,12,4,"[{""count"": 12, ""signal"": ""missing:operation""}]","[{""count"": 4, ""path"": ""src/cadrumo/application/wizard/tests/test_taxpayer_projection_gate.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/wizard/tests/test_scripted_parity.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/wizard/tests/test_setup_runtime.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/wizard/tests/test_modify_honesty.py""}]"
RC4-operation-propagation,aggregate_iva_ledger_observations,11,7,"[{""count"": 11, ""signal"": ""missing:operation""}]","[{""count"": 4, ""path"": ""src/cadrumo/adapters/inbound/financial/tests/test_ledger_corpus_fidelity.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_cash_accounting.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/iva_authority_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_ledger_tax_fact_manipulations.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/calculations/tests/test_modelo_303_special_case_casilla_routing.py""}]"
RC4-operation-propagation,inject_derived_minimo_descendientes_facts,11,3,"[{""count"": 11, ""signal"": ""missing:operation""}]","[{""count"": 9, ""path"": ""src/cadrumo/application/modelo/tests/test_minimo_descendientes_engine.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_minimo_descendientes_eligibility.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_minimo_descendientes_manual_oracles.py""}]"
RC4-operation-propagation,load_iva_rate_table,11,4,"[{""count"": 11, ""signal"": ""missing:operation""}]","[{""count"": 5, ""path"": ""src/cadrumo/domain/iva/tests/test_rates.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/iva/tests/test_rate_grounding.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/test_invoice_field_contract.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/test_invoice_field_anchors.py""}]"
RC4-operation-propagation,resolve_invoice_extraction_authority_values,11,6,"[{""count"": 11, ""signal"": ""missing:operation""}]","[{""count"": 5, ""path"": ""src/cadrumo/application/ledger/tests/test_invoice_extraction_authority.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/test_invoice_prompt_cache_binding.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/outbound/llm/evidence_draft_text.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/prompt_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/test_invoice_extraction_authority.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/outbound/llm/tests/test_invoice_prompt_field_subset.py""}]"
RC4-operation-propagation,validate_iva_ledger_counterparty_category,11,3,"[{""count"": 11, ""signal"": ""missing:operation""}]","[{""count"": 9, ""path"": ""src/cadrumo/application/aggregation/tests/test_export_demands_third_country_establishment.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/preflight.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_preflight_iva_issue_mapping_totality.py""}]"
RC4-operation-propagation,build_overview_agenda,10,5,"[{""count"": 10, ""signal"": ""missing:operation""}]","[{""count"": 5, ""path"": ""src/cadrumo/application/overview/tests/test_agenda.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_taxpayer_model.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_agenda_horizon_validation.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_obligation_coverage.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/workbench_generation.py""}]"
RC4-operation-propagation,build_overview_backlog,10,3,"[{""count"": 10, ""signal"": ""missing:operation""}]","[{""count"": 7, ""path"": ""src/cadrumo/application/overview/tests/test_backlog.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_taxpayer_model.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_obligation_coverage.py""}]"
RC4-operation-propagation,validate_profile_values,10,5,"[{""count"": 10, ""signal"": ""missing:operation""}]","[{""count"": 3, ""path"": ""src/cadrumo/application/user_profile/tests/test_iva_block_profile_completeness.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/user_profile/tests/test_irnr_profile_completeness.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/user_profile/tests/test_profile_presence_parity.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/user_profile/tests/test_taxpayer_type_completeness.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/workflow/profile_health.py""}]"
RC4-operation-propagation,build_modelo_work_review,9,2,"[{""count"": 9, ""signal"": ""missing:operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_work_review.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_modelo_work_review_envelope.py""}]"
RC4-operation-propagation,classify_from_assembled_criteria,9,2,"[{""count"": 9, ""signal"": ""missing:operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/application/ledger/tests/test_classification_assembly.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_country_vocabulary_narrowing.py""}]"
RC4-operation-propagation,country_code_for_stated_country_code,9,2,"[{""count"": 9, ""signal"": ""missing:operation""}]","[{""count"": 5, ""path"": ""src/cadrumo/domain/iva/tests/test_stated_country_code.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/iva/tests/test_country_vocabulary_boundary.py""}]"
RC4-operation-propagation,resolve_ingestion_iva_category,9,2,"[{""count"": 9, ""signal"": ""missing:operation""}]","[{""count"": 7, ""path"": ""src/cadrumo/application/ledger/tests/test_ingestion_category_resolution.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_country_degradation.py""}]"
RC4-operation-propagation,postal_shape_findings,8,1,"[{""count"": 8, ""signal"": ""missing:operation""}]","[{""count"": 8, ""path"": ""src/cadrumo/application/ledger/tests/test_postal_shape_finding.py""}]"
RC4-operation-propagation,resolve_catalogue,8,3,"[{""count"": 8, ""signal"": ""missing:operation""}]","[{""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_catalogue_period_keyed.py""}, {""count"": 1, ""path"": ""dev/registry/conformance/tests/test_exact_key_corpus_year_coverage.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/iva/tests/test_rules.py""}]"
