cluster,offender,count,file_count,top_subpatterns,top_files
RC1-class-static-member-access,IrpfIncomeCategory,41,16,"[{""count"": 21, ""signal"": ""ACTIVIDAD_ECONOMICA""}, {""count"": 9, ""signal"": ""TRABAJO""}, {""count"": 7, ""signal"": ""CAPITAL_INMOBILIARIO""}, {""count"": 4, ""signal"": ""PENSION""}]","[{""count"": 11, ""path"": ""src/cadrumo/application/overview/tests/test_applicability.py""}, {""count"": 7, ""path"": ""src/cadrumo/domain/deadlines/tests/test_taxpayer_model.py""}, {""count"": 5, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_taxpayer_model.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_enforcement.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_revision_replay_inputs.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_applicability_consistency.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_obligation_coverage.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/wizard/tests/test_taxpayer_axes_roundtrip.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_applicability_fragment_family.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m130_quarters_to_m100_annual.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_filed_history_discovery.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_trabajo_retencion_advisory_predicate.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/calendar_test_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_regime_warnings.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_explain.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_overview_rendering.py""}]"
RC1-class-static-member-access,InvoiceClass,40,12,"[{""count"": 15, ""signal"": ""RECTIFICATIVA""}, {""count"": 15, ""signal"": ""SIMPLIFICADA""}, {""count"": 10, ""signal"": ""ORDINARIA""}]","[{""count"": 9, ""path"": ""src/cadrumo/domain/invoices/tests/test_invoice_simplificada_eligibility.py""}, {""count"": 7, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_facturae_invoice_class_grounding.py""}, {""count"": 6, ""path"": ""src/cadrumo/domain/invoices/tests/test_invoice_rectificativa.py""}, {""count"": 3, ""path"": ""dev/registry/tests/test_creation.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/invoices/tests/test_fold_record_classes.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/invoices/tests/test_invoice_simplificada.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/inbound/einvoice/tests/test_rectificativa_class_reaches_the_confirm.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_evidence_draft_printed_total.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/invoices/tests/test_issuer_establishment.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/invoices/tests/test_simplificada_advisory.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/invoices/tests/test_catalogue.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_invoice_simplificada_advisory.py""}]"
RC1-class-static-member-access,ProportionalityKind,39,13,"[{""count"": 10, ""signal"": ""FIXED_PERCENTAGE""}, {""count"": 8, ""signal"": ""FULL_DEDUCTIBLE""}, {""count"": 7, ""signal"": ""STATUTORY_CAP""}, {""count"": 7, ""signal"": ""USAGE_RATIO_HOME_AREA""}, {""count"": 5, ""signal"": ""USAGE_RATIO_PERSONAL""}, {""count"": 1, ""signal"": ""NON_DEDUCTIBLE""}, {""count"": 1, ""signal"": ""REQUIRES_EXCLUSIVE_USE""}]","[{""count"": 13, ""path"": ""src/cadrumo/domain/categories/tests/test_proportionality.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_renta_ledger.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/categories/tests/test_profile.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/categories/tests/test_registry.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/categories/tests/test_statutory_cap_schedule.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/renta/tests/test_ledger_expenses.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_renta_ledger.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/renta/tests/test_region_deductibility_selection.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/renta/tests/test_usage_ratio_requires_operator_input.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/usage_ratios/tests/test_model.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/categories/tests/test_seguro_enfermedad_discapacidad_limb.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_ledger_interface_contract_payloads.py""}, {""count"": 1, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_ledger_ratios_verbs.py""}]"
RC1-class-static-member-access,SectorDiferenciadoLetra,39,10,"[{""count"": 34, ""signal"": ""A""}, {""count"": 3, ""signal"": ""B""}, {""count"": 2, ""signal"": ""C""}]","[{""count"": 15, ""path"": ""src/cadrumo/domain/prorrata_register/tests/test_prorrata_register.py""}, {""count"": 6, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_prorrata_register_cli.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger_prorrata_apportionment.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_register_roundtrip.py""}, {""count"": 2, ""path"": ""dev/registry/pipeline/test_m303_generated_envelope_proof.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_modelo_303_differentiated_deduction_endpoints.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_operator_ingress_end_to_end.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/storage/tests/test_sectores_diferenciados_verification.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_m303_arrivals.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_especial_mandatory_live_emit.py""}]"
RC1-class-static-member-access,M303TaxTerritory,38,21,"[{""count"": 35, ""signal"": ""COMMON_REGIME""}, {""count"": 3, ""signal"": ""FORAL""}]","[{""count"": 4, ""path"": ""dev/registry/tests/test_modelo_303_registry_schedules.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/filing/tests/test_producer_snapshot.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_modelo_303_registry_schedules.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/deadlines/tests/test_engine.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_export_output_paths.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_export_result_disposition.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/filing/tests/test_modelo_303_exonerado_390_refusal.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/deadlines/tests/test_m303_tax_territory_profile.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/deadlines/tests/test_models.py""}, {""count"": 1, ""path"": ""dev/registry/edition_export_scenarios.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_m303_did_account_wire_isolated_authority.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/_export_test_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_enforcement.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_130_carry_forward_continuity.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_202_modality_lifecycle.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_303_refund_auto_carry_e2e.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_303_refund_election_e2e.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/filing/tests/test_m303_did_account_wire_isolated_authority.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_applicability_modelo_322_353.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/deadlines/tests/test_engine_refusal_contract.py""}]"
RC1-class-static-member-access,ProrrataEspecialTransitionKind,31,6,"[{""count"": 20, ""signal"": ""OPCION""}, {""count"": 11, ""signal"": ""REVOCACION""}]","[{""count"": 8, ""path"": ""src/cadrumo/application/aggregation/tests/test_m303_arrivals.py""}, {""count"": 8, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_prorrata_register_cli.py""}, {""count"": 7, ""path"": ""src/cadrumo/application/filing/tests/test_producer_snapshot.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/prorrata_register/tests/test_prorrata_register.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_register_roundtrip.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_register_service.py""}]"
RC1-class-static-member-access,BienInversionDisposalRegime,29,6,"[{""count"": 24, ""signal"": ""SUJETA_NO_EXENTA""}, {""count"": 5, ""signal"": ""EXENTA_O_NO_SUJETA""}]","[{""count"": 10, ""path"": ""src/cadrumo/domain/bienes_inversion/tests/test_record.py""}, {""count"": 10, ""path"": ""src/cadrumo/domain/bienes_inversion/tests/test_transmision.py""}, {""count"": 5, ""path"": ""src/cadrumo/application/bienes_inversion/tests/test_declare_command.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_roundtrip.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_regularizacion.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_bienes_inversion_advisory.py""}]"
RC1-class-static-member-access,ConceptoIngreso,28,5,"[{""count"": 13, ""signal"": ""SUBVENCION_CAPITAL""}, {""count"": 7, ""signal"": ""SUBVENCION_CORRIENTE""}, {""count"": 5, ""signal"": ""INDEMNIZACION""}, {""count"": 3, ""signal"": ""ORDINARIO""}]","[{""count"": 10, ""path"": ""src/cadrumo/application/modelo/tests/test_art109_base_excludes_subvenciones.py""}, {""count"": 8, ""path"": ""src/cadrumo/domain/transactions/tests/test_volumen_ingresos.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/aggregation/tests/test_m131_volumen_agrario.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/transactions/tests/test_models.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_cross_domain_fact_authority.py""}]"
RC1-class-static-member-access,OssIossRegime,25,9,"[{""count"": 19, ""signal"": ""UNION_SCHEME""}, {""count"": 4, ""signal"": ""EXTERNAL_SCHEME""}, {""count"": 2, ""signal"": ""IMPORT_SCHEME""}]","[{""count"": 6, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_dormant_m369_oss_resolver_live.py""}, {""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_oss.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/aggregation/tests/test_invoice_line_currency_refusal.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/invoices/tests/test_models.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_modelo_source_mesh_ledger.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_oss_ioss.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_currency_conversion_pipeline_parity.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/invoices/tests/test_catalogue.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/invoices/tests/test_decomposition.py""}]"
RC1-class-static-member-access,RetencionClave,23,5,"[{""count"": 14, ""signal"": ""A""}, {""count"": 8, ""signal"": ""G""}, {""count"": 1, ""signal"": ""E""}]","[{""count"": 12, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_withholding_clave_breakdown.py""}, {""count"": 4, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_modelo_aux_payload_parity.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_190_percepciones_e2e.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/aggregation/tests/test_withholding_source_resolver.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_renta_annual_reconciliations_fold_in_live.py""}]"
RC1-class-static-member-access,ProrrataKind,22,8,"[{""count"": 17, ""signal"": ""DEFINITIVA""}, {""count"": 5, ""signal"": ""PROVISIONAL""}]","[{""count"": 15, ""path"": ""src/cadrumo/domain/iva/tests/test_prorrata.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_prorrata_porcentaje_rounding_grounding.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_prorrata_porcentaje_zero_volume_grounding.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_prorrata_regularizacion_oracle.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_prorrata_porcentaje_rounding_grounding.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_prorrata_porcentaje_zero_volume_grounding.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/iva/tests/test_prorrata_regularizacion.py""}]"
RC1-class-static-member-access,LegalEntityForm,21,12,"[{""count"": 16, ""signal"": ""SL""}, {""count"": 4, ""signal"": ""COOPERATIVA""}, {""count"": 1, ""signal"": ""SIN_FINES_LUCRATIVOS""}]","[{""count"": 5, ""path"": ""src/cadrumo/application/overview/tests/test_applicability.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/wizard/tests/test_taxpayer_axes_roundtrip.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_applicability_modelo_193.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/deadlines/tests/test_taxpayer_model.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m303_quarters_to_m390_annual.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_202_modality_lifecycle.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_applicability_modelo_322_353.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_calendar.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_taxpayer_model.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/overview/tests/test_obligation_coverage.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/wizard/tests/test_setup_runtime.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_modelo_200_cuota_integra_lanes.py""}]"
RC1-class-static-member-access,IrpfSpecialRegime,17,3,"[{""count"": 12, ""signal"": ""IMPATRIADO""}, {""count"": 5, ""signal"": ""GENERAL""}]","[{""count"": 8, ""path"": ""src/cadrumo/domain/deadlines/tests/test_taxpayer_model.py""}, {""count"": 7, ""path"": ""src/cadrumo/application/ledger/tests/test_source_jurisdiction_policy.py""}, {""count"": 2, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_source_jurisdiction_undeclared_residency.py""}]"
RC1-class-static-member-access,SituacionFamiliar,17,1,"[{""count"": 8, ""signal"": ""SOLTERO""}, {""count"": 3, ""signal"": ""PAREJA_HECHO_NO_REGISTRADA""}, {""count"": 2, ""signal"": ""CASADO""}, {""count"": 2, ""signal"": ""PAREJA_HECHO_REGISTRADA""}, {""count"": 2, ""signal"": ""SEPARADO_DIVORCIADO""}]","[{""count"": 17, ""path"": ""src/cadrumo/application/wizard/tests/test_setup_legal_validators.py""}]"
RC1-class-static-member-access,InvoiceOperationDateRole,16,7,"[{""count"": 13, ""signal"": ""OPERATION_PERFORMED""}, {""count"": 3, ""signal"": ""ADVANCE_PAYMENT_RECEIVED""}]","[{""count"": 5, ""path"": ""src/cadrumo/application/aggregation/tests/test_invoice_devengo.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/invoices/tests/test_invoice_pagos_anticipados.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/invoices/tests/test_invoice_operation_date.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_creation.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_dormant_m369_oss_resolver_live.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_modelo_source_mesh_ledger.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/invoices/tests/test_catalogue.py""}]"
RC1-class-static-member-access,IvaExemptionArticle,16,6,"[{""count"": 14, ""signal"": ""ART_20_UNO_8""}, {""count"": 1, ""signal"": ""ART_20_OTHER""}, {""count"": 1, ""signal"": ""ART_20_UNO_14""}]","[{""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_exemption_article.py""}, {""count"": 3, ""path"": ""src/cadrumo/domain/transactions/tests/test_models.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_regularizacion.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger_candidates.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/calculations/tests/test_prorrata_art104_tres_exclusion_oracle.py""}]"
RC1-class-static-member-access,IvaSettlementSide,16,2,"[{""count"": 8, ""signal"": ""DEDUCIBLE""}, {""count"": 8, ""signal"": ""DEVENGADA""}]","[{""count"": 10, ""path"": ""src/cadrumo/domain/iva/tests/test_flow.py""}, {""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_invoice_classification.py""}]"
RC1-class-static-member-access,ForeignAssetObligationGroup,14,4,"[{""count"": 7, ""signal"": ""CUENTAS""}, {""count"": 3, ""signal"": ""MONEDAS_VIRTUALES""}, {""count"": 2, ""signal"": ""INMUEBLES""}, {""count"": 2, ""signal"": ""VALORES_DERECHOS_SEGUROS""}]","[{""count"": 7, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_720_prior_year_baseline_fidelity.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/calculations/tests/test_foreign_asset_threshold_registry_parity.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_721_cripto_extranjero_fidelity.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_foreign_assets.py""}]"
RC1-class-static-member-access,IvaComponentPresence,13,2,"[{""count"": 5, ""signal"": ""UNKNOWN""}, {""count"": 5, ""signal"": ""ZERO_BY_LAW""}, {""count"": 3, ""signal"": ""REQUIRED""}]","[{""count"": 11, ""path"": ""src/cadrumo/domain/iva/tests/test_component_expectations.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_supplier_side_reverse_charge_reaches_casilla_122.py""}]"
RC1-class-static-member-access,Art104TresExclusion,12,4,"[{""count"": 6, ""signal"": ""NON_HABITUAL_REAL_ESTATE_OR_FINANCIAL""}, {""count"": 4, ""signal"": ""DIRECT_IVA_CUOTAS""}, {""count"": 1, ""signal"": ""FOREIGN_PERMANENT_ESTABLISHMENT""}, {""count"": 1, ""signal"": ""NON_SUBJECT_ART_7""}]","[{""count"": 5, ""path"": ""src/cadrumo/domain/transactions/tests/test_models.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/ledger/tests/test_manual_ledger_transaction_command_roundtrip.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/ledger/tests/test_reclassify_preserves_prorrata_declarations.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger.py""}]"
RC1-class-static-member-access,IvaRetencionRole,12,2,"[{""count"": 4, ""signal"": ""TAXPAYER_CREDIT""}, {""count"": 3, ""signal"": ""TAXPAYER_LIABILITY""}, {""count"": 3, ""signal"": ""UNKNOWN""}, {""count"": 2, ""signal"": ""NONE""}]","[{""count"": 11, ""path"": ""src/cadrumo/domain/iva/tests/test_component_expectations.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_invoice_retencion_routing.py""}]"
RC1-class-static-member-access,IvaKindApplicability,9,3,"[{""count"": 6, ""signal"": ""DOES_NOT_ARISE""}, {""count"": 3, ""signal"": ""ARISES""}]","[{""count"": 7, ""path"": ""src/cadrumo/domain/iva/tests/test_component_expectations.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_non_arising_category_side_is_refused.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_supplier_side_reverse_charge_reaches_casilla_122.py""}]"
RC1-class-static-member-access,InvoiceLegalMention,7,2,"[{""count"": 4, ""signal"": ""CASH_ACCOUNTING_REGIME""}, {""count"": 3, ""signal"": ""REVERSE_CHARGE""}]","[{""count"": 5, ""path"": ""src/cadrumo/domain/invoices/tests/test_invoice_content_representability.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/invoices/tests/test_catalogue.py""}]"
RC1-class-static-member-access,IvaRetencionExpectation,7,1,"[{""count"": 4, ""signal"": ""UNKNOWN""}, {""count"": 2, ""signal"": ""NOT_EXPECTED""}, {""count"": 1, ""signal"": ""POSSIBLE""}]","[{""count"": 7, ""path"": ""src/cadrumo/domain/iva/tests/test_component_expectations.py""}]"
RC1-class-static-member-access,ProrrataRegime,7,2,"[{""count"": 6, ""signal"": ""GENERAL""}, {""count"": 1, ""signal"": ""ESPECIAL""}]","[{""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_prorrata.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger.py""}]"
RC1-class-static-member-access,StatutoryCapPeriod,6,3,"[{""count"": 6, ""signal"": ""YEAR_PER_PERSON""}]","[{""count"": 3, ""path"": ""src/cadrumo/domain/categories/tests/test_proportionality.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/categories/tests/test_seguro_enfermedad_discapacidad_limb.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/categories/tests/test_statutory_cap_schedule.py""}]"
RC1-class-static-member-access,ThirdPartyDeclarationRole,6,2,"[{""count"": 4, ""signal"": ""THIRD_PARTY_FEE_COLLECTOR""}, {""count"": 1, ""signal"": ""PUBLIC_ADMINISTRATION_ENTITY""}, {""count"": 1, ""signal"": ""STATUTORY_INFORMATION_DUTY_ENTITY""}]","[{""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_source_resolver.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/deadlines/tests/test_taxpayer_model.py""}]"
RC1-class-static-member-access,IvaCuotaSettlement,5,1,"[{""count"": 2, ""signal"": ""NONE""}, {""count"": 1, ""signal"": ""REGIMEN_ESPECIAL""}, {""count"": 1, ""signal"": ""REPERCUTIDA""}, {""count"": 1, ""signal"": ""UNKNOWN""}]","[{""count"": 5, ""path"": ""src/cadrumo/domain/iva/tests/test_component_expectations.py""}]"
RC1-class-static-member-access,IrpfActivityKind,4,1,"[{""count"": 3, ""signal"": ""SECTORIAL""}, {""count"": 1, ""signal"": ""PROFESIONAL""}]","[{""count"": 4, ""path"": ""src/cadrumo/domain/deadlines/tests/test_irpf_activity_kind.py""}]"
RC1-class-static-member-access,SituacionFamiliarM145,3,1,"[{""count"": 1, ""signal"": ""FAMILIA_1""}, {""count"": 1, ""signal"": ""FAMILIA_2""}, {""count"": 1, ""signal"": ""FAMILIA_3""}]","[{""count"": 3, ""path"": ""src/cadrumo/domain/contribuyente/tests/test_situacion_familiar_m145.py""}]"
RC1-class-static-member-access,TravelAgencyMediationType,3,1,"[{""count"": 2, ""signal"": ""MEDIATED_SERVICE""}, {""count"": 1, ""signal"": ""AIR_PASSENGER_TRANSPORT""}]","[{""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_source_resolver.py""}]"
RC1-class-static-member-access,IvaArt69DosService,2,1,"[{""count"": 1, ""signal"": ""ART_69_DOS_C""}, {""count"": 1, ""signal"": ""ART_69_DOS_D""}]","[{""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_outbound_service_localisation.py""}]"
RC2-ports-signature-migration,calculate_modelo_revision,490,41,"[{""count"": 127, ""signal"": ""missing:ports""}, {""count"": 124, ""signal"": ""unknown:work_unit_repository""}, {""count"": 122, ""signal"": ""unknown:calculation_repository""}, {""count"": 115, ""signal"": ""unknown:bucket_event_repository""}, {""count"": 2, ""signal"": ""unknown:borrador_snapshot_repository""}]","[{""count"": 52, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_file_flow_calculation.py""}, {""count"": 44, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_file_flow_verify.py""}, {""count"": 40, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_wallet_engine_integration.py""}, {""count"": 36, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_file_flow_filing.py""}, {""count"": 28, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_file_flow_events.py""}, {""count"": 24, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_wallet_engine_seed_boundaries.py""}, {""count"": 16, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_131_data_base_binding_projection.py""}, {""count"": 16, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_previous_filing_casilla_override.py""}, {""count"": 16, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_profile_binding_integration.py""}, {""count"": 16, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_verification_substance_workflow.py""}, {""count"": 15, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_profile_readiness_gate.py""}, {""count"": 12, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_file_flow_draft_persistence.py""}, {""count"": 12, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_wallet_blocked_decision_integration.py""}, {""count"": 12, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_wallet_engine_filing.py""}, {""count"": 12, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_work_review.py""}, {""count"": 12, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_verificado_completo_regression.py""}, {""count"": 10, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_borrador_binding.py""}, {""count"": 9, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_202_modality_lifecycle.py""}, {""count"": 8, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_file_flow_filing_idempotent.py""}, {""count"": 8, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_import_flow_mutation_guards.py""}]"
