path,count,percent_total
src/cadrumo/adapters/outbound/llm/tests/test_llm_vision_evidence.py,8,0.07
src/cadrumo/adapters/persistence/profile/m145_communication_records.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_actions_lifecycle_remove.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_attachment_back_reference.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_calculate_input.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_calculation_revision_override_migration.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m303_recargo_cross_period.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_llm_saturation.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_100_m131_modulos_fold_in_live.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_100_pagos_fraccionados_fold_in_live.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_100_retenciones_credit_fold_in_live.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_200_2024_ejemplo1_tributacion_minima_manual_worked_example.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_200_fold_in_live.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_202_2025_pago_fraccionado_manual_worked_example.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_390_303_fold_in_live.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_390_303_reconciliation_continuity.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_modelo_390_fifo_carried_pending.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_prorrata_regularizacion_source_mesh_enrollment.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_prorrata_settlement_writeback.py,8,0.07
src/cadrumo/adapters/persistence/profile/tests/test_work_addressing.py,8,0.07
src/cadrumo/adapters/persistence/tests/test_usage_ratio_resolution.py,8,0.07
src/cadrumo/application/aggregation/tests/test_cross_domain_invoice_scenario.py,8,0.07
src/cadrumo/application/aggregation/tests/test_renta_income_actividad_contract.py,8,0.07
src/cadrumo/application/aggregation/tests/test_renta_income_source_jurisdiction_m100.py,8,0.07
src/cadrumo/application/aggregation/tests/test_structurally_unroutable_iva_base_categories.py,8,0.07
src/cadrumo/application/ledger/tests/test_invoice_extraction_authority.py,8,0.07
src/cadrumo/application/modelo/tests/test_autonomic_deduccion_injection.py,8,0.07
src/cadrumo/application/tests/test_workbench_generation.py,8,0.07
src/cadrumo/domain/calculations/registry/tests/test_iva_rate_value_selector.py,8,0.07
src/cadrumo/domain/categories/tests/test_statutory_cap_schedule.py,8,0.07
src/cadrumo/domain/invoices/tests/test_invoice_content_representability.py,8,0.07
src/cadrumo/domain/invoices/tests/test_invoice_pagos_anticipados.py,8,0.07
src/cadrumo/domain/iva/tests/test_country_vocabulary_widening_guard.py,8,0.07
src/cadrumo/domain/iva/tests/test_rdl_20_2022_food_window_classifies.py,8,0.07
src/cadrumo/domain/iva/tests/test_territorial_scope.py,8,0.07
src/cadrumo/entrypoints/cli/tests/test_ledger_ratios_verbs.py,8,0.07
src/cadrumo/entrypoints/cli/tests/test_overview_calendar_verb.py,8,0.07
src/cadrumo/entrypoints/tui/tests/test_manager_field_editors.py,8,0.07
src/cadrumo/entrypoints/tui/tests/test_manager_masked_required_field.py,8,0.07
dev/registry/conformance/tests/test_exact_key_corpus_year_coverage.py,7,0.06
src/cadrumo/adapters/outbound/aeat/browser/tests/test_justificante_capture_authenticity.py,7,0.06
src/cadrumo/adapters/persistence/operations/tests/test_censal_operation.py,7,0.06
src/cadrumo/adapters/persistence/profile/invoice_confirmation.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/_invoice_confirmation_test_support.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/_llm_evidence_split_support.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_art109_activity_income_period_evidence.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_declaration_period_binding.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_export_iva_wallet.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_iva_cash_accounting.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_llm_evidence_no_split.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_modelo_100_base_negativa_general_compensation.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_modelo_100_cross_year_carry_continuity.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_modelo_130_cross_year_carry_continuity.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_modelo_130_prior_payment_advisory.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_modelo_353_grupo_aggregation_continuity.py,7,0.06
src/cadrumo/adapters/persistence/profile/tests/test_modelo_720_prior_year_baseline_fidelity.py,7,0.06
src/cadrumo/application/aggregation/tests/test_intracom_identification_not_establishment.py,7,0.06
src/cadrumo/application/aggregation/tests/test_source_mesh_profile_live.py,7,0.06
src/cadrumo/application/aggregation/tests/test_zero_cuota_category_carrying_a_rate_is_refused.py,7,0.06
src/cadrumo/application/ledger/tests/test_counterparty_confirmation_outcome.py,7,0.06
src/cadrumo/application/ledger/tests/test_list_query.py,7,0.06
src/cadrumo/application/ledger/tests/test_m210_classification.py,7,0.06
src/cadrumo/application/ledger/tests/test_preflight.py,7,0.06
src/cadrumo/application/modelo/tests/test_anualidades_eligibility_derivation.py,7,0.06
src/cadrumo/application/modelo/tests/test_maternidad_alta_posterior_resolution.py,7,0.06
src/cadrumo/application/modelo/tests/test_memoized_transaction_catalogue_repository.py,7,0.06
src/cadrumo/application/modelo/tests/test_revision_replay_inputs.py,7,0.06
src/cadrumo/application/modelo/tests/test_work_rename_operation.py,7,0.06
src/cadrumo/application/overview/tests/test_backlog.py,7,0.06
src/cadrumo/application/overview/tests/test_calendar_regime_warnings.py,7,0.06
src/cadrumo/application/workflow/tests/test_active_profile_resolution.py,7,0.06
src/cadrumo/domain/bienes_inversion/tests/test_regularizacion.py,7,0.06
src/cadrumo/domain/calculations/registry/modelo_obligation_scope.py,7,0.06
src/cadrumo/domain/calculations/registry/tests/test_binding_provider_registration.py,7,0.06
src/cadrumo/domain/categories/tests/test_profile.py,7,0.06
src/cadrumo/domain/contribuyente/inventory/tests/test_anexo_d_projection.py,7,0.06
src/cadrumo/domain/invoices/tests/test_invoice_rectificativa.py,7,0.06
src/cadrumo/domain/invoices/tests/test_invoice_simplificada.py,7,0.06
src/cadrumo/domain/iva/establishment.py,7,0.06
src/cadrumo/domain/usage_ratios/tests/test_censo_derivation.py,7,0.06
src/cadrumo/entrypoints/adapter_composition.py,7,0.06
src/cadrumo/tests/module_target_inventory.py,7,0.06
dev/registry/analysis/source_window_citations.py,6,0.05
dev/registry/pipeline/test_m303_generated_envelope_proof.py,6,0.05
dev/registry/tests/test_applicability_fragment_family.py,6,0.05
dev/registry/tests/test_modelo_390_volumen_operaciones.py,6,0.05
src/cadrumo/adapters/outbound/llm/tests/test_diagnostics_run_health.py,6,0.05
src/cadrumo/adapters/outbound/llm/tests/test_wired_reading_against_a_loopback_reader.py,6,0.05
src/cadrumo/adapters/persistence/profile/iva_compensation_history.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/_evidence_test_support.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/_merge_test_support.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/import_flow_support.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_actions_update.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_roundtrip.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_counterparty_establishment_roundtrip.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_provenance.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_export_result_disposition.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_history_repository_roundtrip.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_invoice_identification_state_storage_roundtrip.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_llm_saturation_operator.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_minimo_descendientes_engine.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_modelo_lifecycle_history.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_projection_compare.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_recapture_divergence_coverage.py,6,0.05
src/cadrumo/adapters/persistence/profile/tests/test_usage_ratios_runtime.py,6,0.05
src/cadrumo/adapters/persistence/storage/custody/tests/test_capsule_record.py,6,0.05
src/cadrumo/adapters/persistence/storage/custody/tests/test_recovery_enrollment_at_creation.py,6,0.05
src/cadrumo/adapters/persistence/storage/master_key/tests/test_record_authority_retires_with_the_bucket_session.py,6,0.05
src/cadrumo/application/aggregation/modelo_bindings.py,6,0.05
src/cadrumo/application/aggregation/oss_ioss.py,6,0.05
src/cadrumo/application/aggregation/tests/test_invoice_devengo.py,6,0.05
src/cadrumo/application/aggregation/tests/test_invoice_retencion_routing.py,6,0.05
src/cadrumo/application/aggregation/tests/test_invoice_screen_exempt_lines.py,6,0.05
src/cadrumo/application/aggregation/tests/test_ledger_tax_fact_manipulations.py,6,0.05
src/cadrumo/application/aggregation/tests/test_terminal_preconditions.py,6,0.05
src/cadrumo/application/bienes_inversion/tests/test_declare_command.py,6,0.05
src/cadrumo/application/ledger/tests/test_manual_ledger_transaction_command_roundtrip.py,6,0.05
src/cadrumo/application/ledger/tests/test_party_colocation.py,6,0.05
src/cadrumo/application/ledger/tests/test_reclassify_preserves_prorrata_declarations.py,6,0.05
src/cadrumo/application/modelo/tests/test_amendment_ledger_anchor.py,6,0.05
src/cadrumo/application/modelo/tests/test_modelo_100_boolean_channel_transport.py,6,0.05
src/cadrumo/application/modelo/tests/test_non_derived_injector_preservation.py,6,0.05
src/cadrumo/application/modelo/tests/test_objective_estimation_exclusion_advisory.py,6,0.05
src/cadrumo/application/modelo/tests/test_rate_box_coverage_advisory.py,6,0.05
src/cadrumo/application/modelo/tests/test_simplificado_ledger_bypass.py,6,0.05
src/cadrumo/application/operations/_supervisor_reconciliation.py,6,0.05
src/cadrumo/application/overview/tests/test_applicability_modelo_193.py,6,0.05
src/cadrumo/application/overview/tests/test_calendar_filing_evidence_filed_declarations.py,6,0.05
src/cadrumo/domain/calculations/registry/prorrata_register_catalogue.py,6,0.05
src/cadrumo/domain/calculations/registry/tax_id_format.py,6,0.05
src/cadrumo/domain/calculations/registry/tests/test_modelo_390_recargo_rate_box_layer.py,6,0.05
src/cadrumo/domain/calculations/registry/tests/test_rate_box_partition.py,6,0.05
src/cadrumo/domain/contribuyente/tests/test_custodia_compartida.py,6,0.05
src/cadrumo/domain/contribuyente/tests/test_situacion_familiar_m145.py,6,0.05
src/cadrumo/domain/deadlines/tests/test_models.py,6,0.05
src/cadrumo/domain/deadlines/tests/test_objective_estimation_profile_facts.py,6,0.05
src/cadrumo/domain/iva/classification.py,6,0.05
src/cadrumo/domain/iva/tests/test_categories.py,6,0.05
src/cadrumo/domain/iva/tests/test_regime_legend_diacritic_folding.py,6,0.05
src/cadrumo/domain/transactions/tests/test_llm_saturation_prompt.py,6,0.05
src/cadrumo/entrypoints/cli/_app_live_justificante_composition.py,6,0.05
src/cadrumo/entrypoints/cli/tests/test_m303_rectificativa_motive_lifecycle.py,6,0.05
src/cadrumo/entrypoints/cli/tests/test_modelo_202_modality.py,6,0.05
src/cadrumo/entrypoints/cli/tests/test_modelo_amend_wizard.py,6,0.05
src/cadrumo/entrypoints/tui/secret/tests/test_secret_journeys.py,6,0.05
dev/registry/tests/test_m100_rental_reduccion_art23_2.py,5,0.04
dev/registry/tests/test_modelo_220_222_registry.py,5,0.04
dev/registry/tests/test_modelo_390_registry.py,5,0.04
src/cadrumo/adapters/outbound/llm/tests/test_regime_legend_vocabulary.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/_iva_wallet_engine_support.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_actions_import_transactions.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_invoice_category_counterparty_mismatch_is_reported.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_invoice_link_event.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_llm_reject.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_llm_review_workflow.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_m303_filing_evidence_validation.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_operator_probe_credential_resolution.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_revision_id_d1_contract.py,5,0.04
src/cadrumo/adapters/persistence/profile/tests/test_source_mesh_review.py,5,0.04
src/cadrumo/adapters/persistence/storage/custody/tests/test_custody_isolation_matrix.py,5,0.04
src/cadrumo/adapters/persistence/storage/master_key/tests/test_bucket_created_through_the_sanctioned_door_can_read_records.py,5,0.04
src/cadrumo/adapters/persistence/storage/tests/test_descendant_door.py,5,0.04
src/cadrumo/application/aggregation/_iva_transaction.py,5,0.04
src/cadrumo/application/aggregation/tests/test_evidence_advisory.py,5,0.04
src/cadrumo/application/aggregation/tests/test_inferred_retencion_rate_advisory.py,5,0.04
src/cadrumo/application/aggregation/tests/test_ledger_fingerprint_versioning.py,5,0.04
src/cadrumo/application/aggregation/tests/test_ledger_income_chain_oracle_exempt.py,5,0.04
src/cadrumo/application/aggregation/tests/test_m131_volumen_agrario.py,5,0.04
src/cadrumo/application/calculations/prorrata_regularizacion.py,5,0.04
src/cadrumo/application/filing/tests/test_modelo_303_exonerado_390_refusal.py,5,0.04
src/cadrumo/application/invoices/tests/test_simplificada_advisory.py,5,0.04
src/cadrumo/application/ledger/tests/test_classifier_inputs.py,5,0.04
src/cadrumo/application/ledger/tests/test_concordance_signals.py,5,0.04
src/cadrumo/application/ledger/tests/test_preflight_anomaly.py,5,0.04
src/cadrumo/application/ledger/tests/test_preflight_iva_issue_mapping_totality.py,5,0.04
src/cadrumo/application/modelo/tests/test_cuota_less_without_base_gate.py,5,0.04
src/cadrumo/application/modelo/tests/test_modelo_210_convenio_rate_resolution.py,5,0.04
src/cadrumo/application/overview/tests/calendar_test_support.py,5,0.04
src/cadrumo/application/overview/tests/test_agenda.py,5,0.04
src/cadrumo/application/overview/tests/test_applicability_modelo_322_353.py,5,0.04
src/cadrumo/application/overview/tests/test_calendar_deadline_domain_delegation.py,5,0.04
src/cadrumo/application/overview/tests/test_calendar_filing_evidence_conflicts.py,5,0.04
src/cadrumo/application/overview/tests/test_explain.py,5,0.04
src/cadrumo/application/prorrata_register/tests/test_sector_lifecycle.py,5,0.04
src/cadrumo/application/wizard/tests/test_setup_compiles.py,5,0.04
src/cadrumo/application/wizard/tests/test_setup_runtime.py,5,0.04
src/cadrumo/application/wizard/tests/test_status_auth_parity.py,5,0.04
src/cadrumo/application/wizard/tests/test_taxpayer_projection_gate.py,5,0.04
src/cadrumo/core/tests/test_amendment_kind_regime.py,5,0.04
src/cadrumo/domain/calculations/registry/applicability.py,5,0.04
src/cadrumo/domain/calculations/registry/tests/test_modelo_200_cuota_integra_lanes.py,5,0.04
src/cadrumo/domain/categories/tests/test_seguro_enfermedad_discapacidad_limb.py,5,0.04
src/cadrumo/domain/contribuyente/tests/test_guarderia_2025_facts.py,5,0.04
src/cadrumo/domain/invoices/tests/test_invoice_suplido.py,5,0.04
src/cadrumo/domain/iva/tests/test_consumes_declaration_honesty.py,5,0.04
src/cadrumo/domain/iva/tests/test_lookup_refusals_carry_no_authored_prose.py,5,0.04
src/cadrumo/domain/iva/tests/test_stated_country_code.py,5,0.04
src/cadrumo/domain/iva/tests/test_supply_nature.py,5,0.04
src/cadrumo/domain/iva/verify.py,5,0.04
src/cadrumo/domain/iva_compensation/tests/test_filed_derivation_disposition.py,5,0.04
src/cadrumo/domain/user_profile/tests/test_provenance_source_contract.py,5,0.04
src/cadrumo/entrypoints/cli/tests/test_ledger_ux_defect_cluster.py,5,0.04
src/cadrumo/entrypoints/cli/tests/test_overview_rendering.py,5,0.04
src/cadrumo/entrypoints/cli/tests/test_source_jurisdiction_undeclared_residency.py,5,0.04
src/cadrumo/entrypoints/tui/tests/test_manager_required_field_refusal.py,5,0.04
src/cadrumo/entrypoints/tui/tests/test_terminal_sizes.py,5,0.04
dev/registry/analysis/casilla_lineage_ledger.py,4,0.03
dev/registry/analysis/facts_catalogue_quality.py,4,0.03
dev/registry/analysis/hand_authored_type_column.py,4,0.03
dev/registry/authoring/casilla_shard_generation.py,4,0.03
dev/registry/authority_json.py,4,0.03
dev/registry/edition_export_scenarios.py,4,0.03
dev/registry/tests/test_authority_publication.py,4,0.03
dev/registry/tests/test_convenio_facts.py,4,0.03
dev/registry/tests/test_formula_runtime_shared_context.py,4,0.03
dev/registry/tests/test_ledger_income_chain_oracle_exempt.py,4,0.03
dev/registry/tests/test_modelo_100_historical_pagos_fraccionados.py,4,0.03
dev/registry/tests/test_prorrata_regularizacion_oracle.py,4,0.03
src/cadrumo/adapters/outbound/fx/tests/test_fx_conversion.py,4,0.03
src/cadrumo/adapters/persistence/profile/evidence_bundles.py,4,0.03
src/cadrumo/adapters/persistence/profile/filing_history.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/ledger_action_create_support.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/ledger_action_persistence_support.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_actions_import_export.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_consent_token_binds_one_document.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_filed_capture_dry_run_writes_nothing.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_impatriado_income_ledger.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_llm_evidence_split.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_m303_regimen_simplificado_scope_persistence.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_modelo_190_percepciones_e2e.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_notifications.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_preflight_repository.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_relation_override_migration_entry_point.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_review_package_recipient_registry.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_review_prior_filing_staleness.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_review_profile_activity_staleness.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_unrouted_iva_quantity_screen.py,4,0.03
src/cadrumo/adapters/persistence/profile/tests/test_workspace.py,4,0.03
src/cadrumo/adapters/persistence/profile/workflow_gate.py,4,0.03
src/cadrumo/adapters/persistence/storage/custody/tests/test_capsule_archive.py,4,0.03
src/cadrumo/adapters/persistence/storage/custody/tests/test_setup_state_must_be_stated.py,4,0.03
src/cadrumo/adapters/persistence/storage/master_key/tests/test_logout_strong_close.py,4,0.03
src/cadrumo/adapters/persistence/storage/tests/_runtime_attached_repositories_support.py,4,0.03
src/cadrumo/adapters/persistence/storage/tests/test_service_assess_deletion.py,4,0.03
src/cadrumo/application/aggregation/irnr_income_ledger.py,4,0.03
src/cadrumo/application/aggregation/tests/test_invoice_category_counterparty_mismatch_is_reported.py,4,0.03
src/cadrumo/application/aggregation/tests/test_iva_rate_tier_concurrency_guard.py,4,0.03
src/cadrumo/application/aggregation/tests/test_ledger_income_chain_aeat_exempt_worked_example.py,4,0.03
src/cadrumo/application/aggregation/tests/test_m303_transition_period_carry.py,4,0.03
src/cadrumo/application/aggregation/tests/test_recargo_rate_advisory.py,4,0.03
src/cadrumo/application/aggregation/tests/test_terminal_origin_audit.py,4,0.03
src/cadrumo/application/aggregation/tests/test_withholding_source_resolver.py,4,0.03
src/cadrumo/application/calculations/tests/test_foreign_asset_threshold_registry_parity.py,4,0.03
src/cadrumo/application/evidence/tests/test_evidence.py,4,0.03
src/cadrumo/application/invoices/tests/test_fold_record_classes.py,4,0.03
src/cadrumo/application/invoices/tests/test_party_fact_reporting_parity.py,4,0.03
src/cadrumo/application/invoices/tests/test_source_resolver.py,4,0.03
src/cadrumo/application/invoices/tests/test_wizard_domestic_category_derivation.py,4,0.03
src/cadrumo/application/ledger/list_query.py,4,0.03
src/cadrumo/application/ledger/tests/test_business_share_pct_resolution.py,4,0.03
src/cadrumo/application/ledger/tests/test_checks_run_stamp.py,4,0.03
src/cadrumo/application/ledger/tests/test_co_commit_event_guard.py,4,0.03
src/cadrumo/application/modelo/tests/test_guarderia_monthly_reaches_the_calculate_path.py,4,0.03
src/cadrumo/application/modelo/tests/test_incremento_guarderia_injection.py,4,0.03
src/cadrumo/application/modelo/tests/test_m210_convenio_lob_advisory.py,4,0.03
src/cadrumo/application/modelo/tests/test_minimo_descendientes_eligibility.py,4,0.03
src/cadrumo/application/modelo/tests/test_modelo_100_2024_profile_coverage.py,4,0.03
src/cadrumo/application/modelo/tests/test_verification_m210_advisory.py,4,0.03
src/cadrumo/application/overview/tests/test_calendar_legal_entity.py,4,0.03
src/cadrumo/application/user_profile/tests/test_profile_presence_parity.py,4,0.03
src/cadrumo/application/wizard/tests/test_commands_helpers.py,4,0.03
src/cadrumo/application/wizard/tests/test_locale_and_typed_payloads.py,4,0.03
src/cadrumo/application/wizard/tests/test_scripted_parity.py,4,0.03
src/cadrumo/application/wizard/tests/test_terminal_preconditions.py,4,0.03
src/cadrumo/domain/calculations/registry/prorrata_vocabulary.py,4,0.03
src/cadrumo/domain/calculations/registry/tests/test_binding_provider.py,4,0.03
src/cadrumo/domain/calculations/registry/tests/test_formula_runtime_shared_context.py,4,0.03
src/cadrumo/domain/calculations/registry/tests/test_modelo_100_historical_pagos_fraccionados.py,4,0.03
src/cadrumo/domain/categories/tests/test_registry_statutory_cap_resolution.py,4,0.03
src/cadrumo/domain/invoices/tests/test_eu_member_state_validators.py,4,0.03
src/cadrumo/domain/invoices/tests/test_invoice_operation_date.py,4,0.03
src/cadrumo/domain/invoices/tests/test_invoice_recargo_equivalencia.py,4,0.03
src/cadrumo/domain/iva/tests/test_place_of_supply_grounding.py,4,0.03
src/cadrumo/domain/iva/tests/test_rules.py,4,0.03
src/cadrumo/domain/renta/_first_slice_routing.py,4,0.03
src/cadrumo/entrypoints/cli/_ledger_evidence_extraction_wiring.py,4,0.03
src/cadrumo/entrypoints/cli/tests/test_ledger_interface_contract_payloads.py,4,0.03
src/cadrumo/entrypoints/cli/tests/test_m303_regimen_simplificado_scope.py,4,0.03
src/cadrumo/entrypoints/cli/tests/test_modelo_aux_payload_parity.py,4,0.03
src/cadrumo/entrypoints/cli/tests/test_overview_profile_refusal_grounding.py,4,0.03
src/cadrumo/entrypoints/cli/tests/test_profile_session_root_resume.py,4,0.03
src/cadrumo/entrypoints/tui/operations/tests/test_operation_modal_lifecycle.py,4,0.03
dev/corpus/tests/test_extract_corpus_sidecars.py,3,0.03
dev/quality/import_gate.py,3,0.03
dev/registry/filing_export_proof.py,3,0.03
dev/registry/tests/test_binding_order_invariance.py,3,0.03
dev/registry/tests/test_cross_domain_fact_authority.py,3,0.03
dev/registry/tests/test_edition_delta_migration.py,3,0.03
dev/registry/tests/test_facts_catalogue_quality.py,3,0.03
dev/registry/tests/test_m303_did_account_wire_isolated_authority.py,3,0.03
dev/registry/tests/test_modelo_100_registry_constructs.py,3,0.03
dev/registry/tests/test_read_parameter_authority_invalidation.py,3,0.03
src/cadrumo/adapters/inbound/financial/ledger_import.py,3,0.03
src/cadrumo/adapters/outbound/llm/tests/persistence_vision_evidence_support.py,3,0.03
src/cadrumo/adapters/persistence/operations/tests/test_auth_operation_definitions.py,3,0.03
src/cadrumo/adapters/persistence/profile/apoderado.py,3,0.03
src/cadrumo/adapters/persistence/profile/catalogue_reads.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/_cross_period_clean_state_support.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/_evidence_input_test_support.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/_export_test_support.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/_operator_probe_fakes.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/_split_test_support.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/profile_registration.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/remove_draft_revision_support.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_approval_basis_integrity.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_regularizacion.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_counterparty_identification_fact.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_derived_aggregate_override_real_path.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_filing_core_persistence.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_invoice_lifecycle.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_invoice_retencion_routing_store.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_invoice_retencion_store_roundtrip.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_iva_compensation_provenance_population.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_ledger_modelo_staleness.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_llm_reject_split.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_minimo_descendientes_assimilation_disclosure.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_profile_capsule_seeding.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_review_runtime_storage.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_source_mesh_profile_live.py,3,0.03
src/cadrumo/adapters/persistence/profile/tests/test_transactions_repository_roundtrip.py,3,0.03
src/cadrumo/adapters/persistence/profile/verify_observations.py,3,0.03
src/cadrumo/adapters/persistence/storage/custody/tests/profile_record_boundary_support.py,3,0.03
src/cadrumo/adapters/persistence/storage/custody/tests/test_delete_a_signed_in_profile.py,3,0.03
src/cadrumo/adapters/persistence/storage/custody/tests/test_passphrase_rotation_key_material_contract.py,3,0.03
src/cadrumo/adapters/persistence/storage/sql/tests/_secure_objects_support.py,3,0.03
src/cadrumo/application/aggregation/tests/test_ledger_income_chain_oracle_rated.py,3,0.03
src/cadrumo/application/aggregation/tests/test_seguro_enfermedad_cap_reaches_production.py,3,0.03
src/cadrumo/application/auth/tests/_operator_probe_fakes.py,3,0.03
src/cadrumo/application/auth/tests/apoderado_fakes.py,3,0.03
src/cadrumo/application/auth/tests/test_operation_custody_session_refusal.py,3,0.03
src/cadrumo/application/calculations/tests/test_modelo_303_special_case_casilla_routing.py,3,0.03
src/cadrumo/application/calculations/tests/test_prorrata_applicability.py,3,0.03
src/cadrumo/application/filing/tests/test_m303_did_account_wire_isolated_authority.py,3,0.03
src/cadrumo/application/filing/tests/test_registry_snapshot_freshness.py,3,0.03
src/cadrumo/application/filing/tests/test_runtime.py,3,0.03
src/cadrumo/application/ledger/actions_manual.py,3,0.03
src/cadrumo/application/ledger/classification_assembly.py,3,0.03
src/cadrumo/application/ledger/tests/_ledger_value_fixtures.py,3,0.03
src/cadrumo/application/ledger/tests/test_party_attribution.py,3,0.03
src/cadrumo/application/ledger/tests/test_status_unconverted_currency.py,3,0.03
src/cadrumo/application/live/tests/test_justificante_capture_live.py,3,0.03
src/cadrumo/application/live/tests/verify_test_support.py,3,0.03
src/cadrumo/application/modelo/tests/test_bienes_inversion_advisory.py,3,0.03
src/cadrumo/application/modelo/tests/test_binding_readiness.py,3,0.03
